"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 19, 2015","0.46","0.49","0.49","0.46","-","-6.12%"
"Dec 20, 2015","0.45","0.46","0.53","0.45","2.60K","-2.17%"
"Dec 21, 2015","0.45","0.45","0.45","0.45","-","0.00%"
"Dec 22, 2015","0.45","0.45","0.52","0.45","0.01K","0.00%"
"Dec 23, 2015","0.45","0.45","0.45","0.45","-","0.00%"
"Dec 24, 2015","0.46","0.45","0.46","0.45","0.01K","2.22%"
"Dec 25, 2015","0.46","0.46","0.52","0.46","0.00K","0.00%"
"Dec 26, 2015","0.45","0.46","0.46","0.45","0.83K","-2.17%"
"Dec 27, 2015","0.43","0.45","0.45","0.43","0.06K","-4.44%"
"Dec 28, 2015","0.44","0.43","0.44","0.43","0.00K","2.33%"
"Dec 29, 2015","0.44","0.44","0.44","0.44","-","0.00%"
"Dec 30, 2015","0.43","0.44","0.51","0.43","-","-2.27%"
"Dec 31, 2015","0.49","0.43","0.50","0.42","0.02K","13.98%"
"Jan 01, 2016","0.54","0.49","0.54","0.43","0.34K","10.81%"
"Jan 02, 2016","0.46","0.54","0.59","0.44","0.10K","-15.30%"
"Jan 03, 2016","0.49","0.46","0.49","0.46","0.00K","5.98%"
"Jan 04, 2016","0.47","0.49","0.55","0.47","-","-3.59%"
"Jan 05, 2016","0.47","0.47","0.55","0.47","0.45K","0.00%"
"Jan 06, 2016","0.47","0.47","0.55","0.47","0.16K","0.00%"
"Jan 07, 2016","0.47","0.47","0.47","0.47","-","0.00%"
"Jan 08, 2016","0.55","0.47","0.55","0.47","-","15.96%"
"Jan 09, 2016","0.47","0.55","0.55","0.47","-","-13.76%"
"Jan 10, 2016","0.47","0.47","0.51","0.47","0.00K","0.00%"
"Jan 11, 2016","0.47","0.47","0.47","0.47","-","0.00%"
"Jan 12, 2016","0.47","0.47","0.47","0.47","0.25K","0.00%"
"Jan 13, 2016","0.46","0.47","0.47","0.46","0.09K","-2.12%"
"Jan 14, 2016","0.45","0.46","0.49","0.45","0.01K","-2.17%"
"Jan 15, 2016","0.43","0.45","0.46","0.43","0.18K","-4.55%"
"Jan 16, 2016","0.49","0.43","0.49","0.37","0.46K","13.57%"
"Jan 17, 2016","0.40","0.49","0.50","0.40","0.00K","-18.18%"
"Jan 18, 2016","0.50","0.40","0.50","0.40","0.02K","25.00%"
"Jan 19, 2016","0.54","0.50","0.54","0.41","0.17K","8.00%"
"Jan 20, 2016","0.56","0.54","0.56","0.46","0.00K","3.44%"
"Jan 21, 2016","0.50","0.56","0.60","0.50","0.01K","-10.49%"
"Jan 22, 2016","0.49","0.50","0.57","0.49","0.13K","-1.52%"
"Jan 23, 2016","0.68","0.49","0.68","0.49","0.64K","38.10%"
"Jan 24, 2016","0.59","0.68","0.68","0.59","0.42K","-13.79%"
"Jan 25, 2016","0.63","0.59","0.68","0.54","0.02K","8.15%"
"Jan 26, 2016","0.59","0.63","0.65","0.55","0.25K","-6.25%"
"Jan 27, 2016","0.63","0.59","0.66","0.53","0.01K","5.96%"
"Jan 28, 2016","0.53","0.63","0.63","0.53","0.01K","-16.56%"
"Jan 29, 2016","0.55","0.53","0.56","0.47","0.32K","4.66%"
"Jan 30, 2016","0.47","0.55","0.55","0.47","0.00K","-14.73%"
"Jan 31, 2016","0.52","0.47","0.52","0.47","0.00K","11.73%"
"Feb 01, 2016","0.55","0.52","0.58","0.47","6.75K","4.96%"
"Feb 02, 2016","0.49","0.55","0.57","0.49","-","-10.91%"
"Feb 03, 2016","0.48","0.49","0.49","0.47","0.02K","-1.84%"
"Feb 04, 2016","0.50","0.48","0.54","0.48","0.06K","2.91%"
"Feb 05, 2016","0.50","0.50","0.54","0.47","0.56K","0.00%"
"Feb 06, 2016","0.47","0.50","0.53","0.47","0.12K","-5.29%"
"Feb 07, 2016","0.47","0.47","0.50","0.47","0.01K","0.00%"
