open,high,low,close,5. volume,market cap
2.15110000,2.15800000,2.10400000,2.10680000,284422.22000000,284422.22000000
2.27590000,2.36320000,2.09760000,2.15360000,5501883.95000000,5501883.95000000
2.32530000,2.32790000,2.22620000,2.27460000,3157032.08000000,3157032.08000000
2.32480000,2.34050000,2.25330000,2.32370000,2378396.19000000,2378396.19000000
2.27450000,2.33240000,2.24000000,2.32370000,3059254.82000000,3059254.82000000
2.40420000,2.43410000,2.22170000,2.27670000,4386394.03000000,4386394.03000000
2.38850000,2.44980000,2.37500000,2.40500000,3891420.81000000,3891420.81000000
2.32180000,2.41730000,2.28570000,2.38850000,3851914.96000000,3851914.96000000
2.49210000,2.55260000,2.17120000,2.32210000,10483359.86000000,10483359.86000000
2.36220000,2.55650000,2.33260000,2.49140000,7185796.86000000,7185796.86000000
2.32160000,2.43860000,2.26810000,2.35860000,5123015.78000000,5123015.78000000
2.25130000,2.43350000,2.19980000,2.31990000,6071693.61000000,6071693.61000000
2.24660000,2.33820000,2.15540000,2.25210000,8527338.69000000,8527338.69000000
2.59690000,2.66170000,2.07820000,2.24560000,24180419.56000000,24180419.56000000
2.67070000,2.96470000,2.48200000,2.59950000,17842275.31000000,17842275.31000000
2.62110000,2.83000000,2.48350000,2.67270000,16076371.53000000,16076371.53000000
2.27920000,2.66120000,2.27370000,2.62110000,15941302.07000000,15941302.07000000
2.39450000,2.44000000,2.15290000,2.28090000,13556002.16000000,13556002.16000000
2.10620000,2.40060000,2.05000000,2.39360000,22161690.19000000,22161690.19000000
2.07730000,2.15180000,2.06220000,2.10690000,8576185.50000000,8576185.50000000
2.08640000,2.14420000,2.01960000,2.07710000,3962903.78000000,3962903.78000000
2.14540000,2.18800000,1.99900000,2.08340000,6078563.82000000,6078563.82000000
2.08290000,2.15500000,2.07250000,2.14350000,5583537.50000000,5583537.50000000
2.01500000,2.09960000,1.82660000,2.08250000,3888402.94000000,3888402.94000000
2.09810000,2.11080000,1.97930000,2.01490000,4017025.31000000,4017025.31000000
2.15170000,2.16330000,2.05010000,2.09800000,3132870.73000000,3132870.73000000
2.07390000,2.15480000,2.06370000,2.15130000,3112215.09000000,3112215.09000000
2.12440000,2.15360000,2.04210000,2.07340000,3760227.71000000,3760227.71000000
2.15160000,2.20000000,2.10870000,2.12540000,4805050.82000000,4805050.82000000
2.11790000,2.19090000,2.09470000,2.15220000,5466761.39000000,5466761.39000000
2.08940000,2.15710000,2.02350000,2.11600000,4119946.84000000,4119946.84000000
2.01850000,2.15650000,1.97340000,2.08690000,5203622.02000000,5203622.02000000
2.09070000,2.22200000,1.95210000,2.01860000,14916914.01000000,14916914.01000000
1.88340000,2.09930000,1.87500000,2.08890000,12786040.11000000,12786040.11000000
1.87650000,1.97100000,1.81660000,1.88300000,7703274.17000000,7703274.17000000
1.86990000,1.90680000,1.78120000,1.87590000,4057681.34000000,4057681.34000000
1.89420000,1.91420000,1.80650000,1.86980000,3972918.24000000,3972918.24000000
1.99430000,2.06950000,1.87590000,1.89450000,3181673.42000000,3181673.42000000
1.97500000,2.01150000,1.93390000,1.99550000,2494803.86000000,2494803.86000000
1.90260000,2.02140000,1.89370000,1.97700000,3330706.27000000,3330706.27000000
1.93270000,1.96490000,1.79410000,1.90250000,5119656.71000000,5119656.71000000
2.00030000,2.05180000,1.89340000,1.93410000,3715751.34000000,3715751.34000000
2.08340000,2.11850000,1.94000000,1.99910000,4420990.05000000,4420990.05000000
2.08900000,2.13180000,2.06260000,2.08360000,3277508.02000000,3277508.02000000
2.16640000,2.18130000,2.05490000,2.09020000,3457049.67000000,3457049.67000000
2.21850000,2.25120000,2.15110000,2.16490000,2893842.09000000,2893842.09000000
2.21790000,2.24040000,2.19180000,2.21960000,1992994.00000000,1992994.00000000
2.19220000,2.26800000,2.16700000,2.21770000,3451987.67000000,3451987.67000000
2.12290000,2.24480000,2.12150000,2.19220000,4689368.88000000,4689368.88000000
2.05260000,2.17740000,2.03950000,2.12460000,3781174.32000000,3781174.32000000
2.18840000,2.19110000,2.03660000,2.05310000,4087118.87000000,4087118.87000000
2.22640000,2.27000000,2.17470000,2.18810000,3441286.80000000,3441286.80000000
2.18550000,2.24340000,2.18170000,2.22700000,1519211.37000000,1519211.37000000
2.16650000,2.22100000,2.15130000,2.18730000,1434801.85000000,1434801.85000000
2.23860000,2.27710000,2.15370000,2.16600000,2601411.19000000,2601411.19000000
2.27330000,2.30690000,2.20790000,2.23860000,2620861.29000000,2620861.29000000
2.40140000,2.42260000,2.23390000,2.27470000,4339035.17000000,4339035.17000000
2.34350000,2.45500000,2.31470000,2.40130000,6162256.31000000,6162256.31000000
2.25070000,2.39070000,2.23020000,2.34240000,4821758.86000000,4821758.86000000
2.20680000,2.31770000,2.19000000,2.25120000,3578010.00000000,3578010.00000000
2.19550000,2.28550000,2.19100000,2.20850000,4038438.49000000,4038438.49000000
2.11230000,2.24260000,2.07450000,2.19550000,4150856.65000000,4150856.65000000
2.06640000,2.15200000,1.99460000,2.11210000,3743563.46000000,3743563.46000000
2.06090000,2.12800000,2.03360000,2.06740000,3529872.19000000,3529872.19000000
2.14270000,2.24680000,2.00570000,2.06120000,4939362.69000000,4939362.69000000
2.11130000,2.16700000,2.07760000,2.14290000,1882710.17000000,1882710.17000000
2.11250000,2.15080000,2.08550000,2.11130000,2036877.49000000,2036877.49000000
2.08720000,2.14350000,2.06960000,2.11430000,1848281.58000000,1848281.58000000
2.19230000,2.21000000,2.01290000,2.08670000,4363813.06000000,4363813.06000000
2.19870000,2.29860000,2.12990000,2.19220000,4010431.17000000,4010431.17000000
2.23050000,2.23770000,2.13660000,2.20040000,3028649.83000000,3028649.83000000
2.24650000,2.28210000,2.13020000,2.23050000,3943123.92000000,3943123.92000000
2.17680000,2.36540000,2.17510000,2.24490000,5232041.39000000,5232041.39000000
2.16890000,2.22450000,2.09370000,2.17690000,2863177.03000000,2863177.03000000
