open,high,low,close,5. volume,market cap
16.44700000,16.47400000,16.10000000,16.13600000,48267.77900000,48267.77900000
17.45000000,17.52300000,16.07500000,16.45600000,599020.29300000,599020.29300000
17.90100000,17.92800000,17.23500000,17.44200000,330806.51200000,330806.51200000
17.97500000,18.13900000,17.53100000,17.89000000,354925.73000000,354925.73000000
17.29500000,17.99200000,17.01000000,17.97500000,356080.25100000,356080.25100000
18.84400000,19.01200000,17.09100000,17.29800000,840181.06100000,840181.06100000
18.01100000,19.20000000,17.85600000,18.85300000,947432.42500000,947432.42500000
17.52000000,18.43900000,17.20800000,18.02600000,772171.62900000,772171.62900000
18.58000000,19.32000000,17.00000000,17.53000000,1575122.63100000,1575122.63100000
17.69700000,18.77100000,17.32000000,18.57700000,1114885.09900000,1114885.09900000
17.52100000,17.99900000,16.87500000,17.68400000,828445.31300000,828445.31300000
17.10700000,18.05000000,16.52300000,17.53300000,811904.99700000,811904.99700000
17.18500000,17.63200000,16.21100000,17.12000000,906713.15100000,906713.15100000
19.67900000,20.37800000,15.80900000,17.19200000,3183700.15100000,3183700.15100000
20.49900000,21.82900000,18.64800000,19.71100000,2685891.02600000,2685891.02600000
19.10000000,21.30000000,18.27100000,20.49900000,2941025.20200000,2941025.20200000
17.18700000,19.14300000,16.90700000,19.09300000,1448335.81300000,1448335.81300000
18.30300000,18.59800000,16.37700000,17.18000000,1360985.08700000,1360985.08700000
16.43600000,18.35000000,16.40900000,18.32000000,1547983.59100000,1547983.59100000
16.10000000,16.83400000,16.07600000,16.44400000,831601.11100000,831601.11100000
15.72200000,16.27000000,15.39200000,16.09500000,474683.48700000,474683.48700000
16.15000000,16.34900000,15.20000000,15.71800000,745015.38900000,745015.38900000
15.72500000,16.66700000,15.65700000,16.15000000,907880.61400000,907880.61400000
15.31700000,15.88700000,15.13900000,15.72000000,419532.81500000,419532.81500000
15.68400000,15.95700000,14.98700000,15.31700000,507385.41000000,507385.41000000
16.01600000,16.28000000,15.39000000,15.68400000,346307.81200000,346307.81200000
15.44200000,16.15000000,15.34600000,16.00700000,446932.36200000,446932.36200000
15.39800000,15.98800000,15.17900000,15.45600000,419161.78100000,419161.78100000
15.59000000,15.98200000,15.38800000,15.39100000,390521.05600000,390521.05600000
15.38600000,15.83900000,15.13800000,15.58500000,427628.25900000,427628.25900000
15.43900000,15.58800000,14.81200000,15.37800000,551163.96500000,551163.96500000
14.82300000,15.70000000,14.65000000,15.45000000,569881.28200000,569881.28200000
15.71600000,16.64100000,14.53400000,14.81300000,1555065.04700000,1555065.04700000
14.40100000,16.00000000,14.33500000,15.71200000,1023297.29100000,1023297.29100000
14.05800000,14.64400000,13.81400000,14.40100000,740857.82600000,740857.82600000
14.68800000,14.69700000,13.45700000,14.04900000,826887.89700000,826887.89700000
15.22700000,15.49300000,14.11800000,14.67600000,664268.97000000,664268.97000000
14.94900000,15.83000000,14.94500000,15.21500000,744506.87800000,744506.87800000
14.71200000,15.04300000,14.54100000,14.94100000,279497.20800000,279497.20800000
14.78700000,15.18600000,14.56000000,14.70200000,430595.93300000,430595.93300000
15.28600000,15.49400000,13.97400000,14.78800000,652024.82800000,652024.82800000
15.86900000,16.08300000,14.94500000,15.27600000,484396.14100000,484396.14100000
16.99900000,17.13300000,15.70000000,15.87000000,601156.71000000,601156.71000000
17.07800000,17.43700000,16.85300000,17.00700000,337381.97500000,337381.97500000
17.85200000,18.14500000,16.60900000,17.08400000,413992.42800000,413992.42800000
18.30400000,18.46100000,17.60300000,17.86500000,293708.58100000,293708.58100000
18.12200000,18.46600000,17.96000000,18.31200000,244688.95800000,244688.95800000
18.65400000,18.66000000,17.81400000,18.13600000,401195.86500000,401195.86500000
18.32000000,19.17900000,18.24900000,18.65300000,544112.95200000,544112.95200000
16.95400000,18.81600000,16.89600000,18.33200000,849989.24100000,849989.24100000
17.57200000,18.03000000,16.87700000,16.94800000,771951.74500000,771951.74500000
17.42600000,17.66600000,17.08300000,17.56900000,875396.17700000,875396.17700000
17.19200000,18.11000000,17.15200000,17.42800000,541886.65000000,541886.65000000
17.02100000,17.27800000,16.90700000,17.19100000,316563.54500000,316563.54500000
17.23900000,17.32400000,16.69500000,17.02100000,453893.09000000,453893.09000000
16.95700000,17.35600000,16.85000000,17.24000000,541376.63500000,541376.63500000
17.58900000,17.77700000,16.79900000,16.95900000,688944.93600000,688944.93600000
17.98200000,18.12900000,17.20000000,17.59100000,650443.55400000,650443.55400000
17.78600000,18.50000000,17.42200000,17.98300000,764147.87000000,764147.87000000
17.53200000,18.00700000,17.33100000,17.78700000,419301.40300000,419301.40300000
17.39100000,18.33500000,17.36300000,17.53400000,662826.54800000,662826.54800000
17.01200000,17.62400000,16.83400000,17.39000000,599629.37400000,599629.37400000
16.76500000,17.28200000,16.10200000,17.01900000,707598.74900000,707598.74900000
16.56000000,16.97600000,16.00000000,16.76400000,633652.30600000,633652.30600000
17.67200000,17.78700000,16.37800000,16.56900000,1040141.65100000,1040141.65100000
18.11500000,18.26200000,17.50100000,17.66400000,592836.82900000,592836.82900000
17.80600000,18.17500000,17.39700000,18.12500000,377074.04700000,377074.04700000
18.10100000,18.29000000,17.69700000,17.80600000,389839.83300000,389839.83300000
18.77800000,19.09600000,17.23500000,18.08900000,741400.94200000,741400.94200000
19.10300000,20.36600000,18.14300000,18.78600000,1059234.82800000,1059234.82800000
19.67900000,20.20000000,18.72700000,19.07800000,1090627.64600000,1090627.64600000
20.12300000,20.32800000,19.01900000,19.69100000,871022.41400000,871022.41400000
