open,high,low,close,5. volume,market cap
0.50530000,0.50620000,0.49480000,0.50000000,1116173.06000000,1116173.06000000
0.54470000,0.55030000,0.49850000,0.50550000,10256627.19000000,10256627.19000000
0.55540000,0.55810000,0.53620000,0.54460000,5380160.50000000,5380160.50000000
0.55760000,0.56330000,0.53970000,0.55540000,6438029.59000000,6438029.59000000
0.53640000,0.55950000,0.53090000,0.55780000,7356566.83000000,7356566.83000000
0.58920000,0.59630000,0.53150000,0.53670000,17265422.82000000,17265422.82000000
0.57680000,0.59490000,0.56150000,0.58940000,12560717.26000000,12560717.26000000
0.55690000,0.58530000,0.55120000,0.57680000,12790350.52000000,12790350.52000000
0.59800000,0.61830000,0.53700000,0.55750000,28777507.84000000,28777507.84000000
0.56880000,0.60440000,0.55730000,0.59790000,20178277.70000000,20178277.70000000
0.56290000,0.57930000,0.54970000,0.56820000,13222227.34000000,13222227.34000000
0.54550000,0.58500000,0.52870000,0.56330000,16294914.60000000,16294914.60000000
0.55840000,0.57580000,0.51860000,0.54500000,27296805.73000000,27296805.73000000
0.69890000,0.73760000,0.50960000,0.55820000,88648456.31000000,88648456.31000000
0.63840000,0.71220000,0.60210000,0.69920000,59157346.83000000,59157346.83000000
0.60850000,0.66100000,0.57600000,0.63880000,49519725.99000000,49519725.99000000
0.55340000,0.60970000,0.53510000,0.60840000,33016208.86000000,33016208.86000000
0.58260000,0.59210000,0.52330000,0.55300000,32089449.26000000,32089449.26000000
0.50940000,0.58480000,0.50740000,0.58250000,34278782.22000000,34278782.22000000
0.48620000,0.51450000,0.48550000,0.50940000,15566116.81000000,15566116.81000000
0.48950000,0.49760000,0.47380000,0.48570000,14034095.86000000,14034095.86000000
0.50500000,0.51020000,0.46900000,0.48980000,18715316.01000000,18715316.01000000
0.47460000,0.51680000,0.47370000,0.50500000,20200027.29000000,20200027.29000000
0.46290000,0.48120000,0.45830000,0.47460000,9009570.60000000,9009570.60000000
0.47740000,0.48260000,0.45270000,0.46300000,9831712.67000000,9831712.67000000
0.48880000,0.49790000,0.46750000,0.47710000,9108285.84000000,9108285.84000000
0.46540000,0.49260000,0.46430000,0.48870000,8310455.99000000,8310455.99000000
0.47700000,0.48960000,0.46330000,0.46550000,9654828.12000000,9654828.12000000
