open,high,low,close,5. volume,market cap
0.00018710,0.00018840,0.00018280,0.00018780,139581919.00000000,139581919.00000000
0.00020710,0.00020960,0.00018590,0.00018710,1032839048.00000000,1032839048.00000000
0.00020040,0.00021090,0.00019590,0.00020710,1091407468.00000000,1091407468.00000000
0.00019980,0.00020230,0.00019360,0.00020030,502801224.00000000,502801224.00000000
0.00019260,0.00020160,0.00019040,0.00020100,568214124.00000000,568214124.00000000
0.00020280,0.00020550,0.00019050,0.00019260,908400530.00000000,908400530.00000000
0.00020330,0.00020460,0.00019530,0.00020280,1315579294.00000000,1315579294.00000000
0.00019970,0.00021850,0.00019500,0.00020360,2170584041.00000000,2170584041.00000000
0.00019050,0.00021250,0.00018600,0.00020010,2532508012.00000000,2532508012.00000000
0.00018160,0.00019160,0.00018140,0.00019140,1079868815.00000000,1079868815.00000000
0.00017970,0.00018950,0.00017560,0.00018160,762289109.00000000,762289109.00000000
0.00017420,0.00018170,0.00017090,0.00018050,658445159.00000000,658445159.00000000
0.00017280,0.00017810,0.00016990,0.00017520,657378206.00000000,657378206.00000000
0.00019090,0.00019500,0.00016110,0.00017250,2435385573.00000000,2435385573.00000000
0.00019520,0.00020960,0.00018900,0.00019090,2634064678.00000000,2634064678.00000000
0.00018570,0.00019670,0.00018500,0.00019620,2122279841.00000000,2122279841.00000000
0.00018720,0.00019140,0.00018130,0.00018590,1333649703.00000000,1333649703.00000000
0.00019110,0.00019360,0.00017740,0.00018630,1536244870.00000000,1536244870.00000000
0.00017210,0.00019300,0.00017120,0.00019090,1848380199.00000000,1848380199.00000000
0.00016670,0.00017710,0.00016580,0.00017180,979333747.00000000,979333747.00000000
0.00017040,0.00017170,0.00016460,0.00016580,525300800.00000000,525300800.00000000
0.00017500,0.00017870,0.00016620,0.00017040,1243096971.00000000,1243096971.00000000
0.00017030,0.00017870,0.00016940,0.00017530,1163807634.00000000,1163807634.00000000
0.00016860,0.00017870,0.00016630,0.00017030,868213540.00000000,868213540.00000000
0.00017030,0.00017460,0.00016580,0.00016780,675966861.00000000,675966861.00000000
0.00016810,0.00017520,0.00016590,0.00017100,901204736.00000000,901204736.00000000
0.00016450,0.00016940,0.00016210,0.00016800,569348719.00000000,569348719.00000000
0.00016520,0.00016670,0.00016170,0.00016430,451812669.00000000,451812669.00000000
0.00016710,0.00016890,0.00016260,0.00016420,501608914.00000000,501608914.00000000
0.00016230,0.00016940,0.00016000,0.00016740,542358218.00000000,542358218.00000000
0.00016690,0.00016920,0.00015830,0.00016280,659345213.00000000,659345213.00000000
0.00016000,0.00016810,0.00015870,0.00016790,814880761.00000000,814880761.00000000
0.00016970,0.00017500,0.00015820,0.00016010,980608968.00000000,980608968.00000000
0.00016130,0.00017170,0.00015720,0.00017090,1991851472.00000000,1991851472.00000000
0.00015230,0.00016250,0.00015110,0.00016150,1156462838.00000000,1156462838.00000000
0.00014990,0.00015390,0.00014750,0.00015230,371347384.00000000,371347384.00000000
0.00015220,0.00015420,0.00014560,0.00014900,366949480.00000000,366949480.00000000
0.00015530,0.00015950,0.00014900,0.00015220,548019512.00000000,548019512.00000000
0.00015420,0.00015710,0.00015190,0.00015490,388360752.00000000,388360752.00000000
0.00015130,0.00015530,0.00015040,0.00015310,235410094.00000000,235410094.00000000
0.00015080,0.00015300,0.00014800,0.00015130,264258118.00000000,264258118.00000000
0.00014900,0.00015320,0.00014890,0.00015110,308615837.00000000,308615837.00000000
0.00015400,0.00015760,0.00014770,0.00014970,692038873.00000000,692038873.00000000
0.00015700,0.00016030,0.00015280,0.00015400,631236751.00000000,631236751.00000000
0.00016170,0.00016290,0.00015660,0.00015720,514299294.00000000,514299294.00000000
0.00016530,0.00016730,0.00016110,0.00016110,293273882.00000000,293273882.00000000
0.00016040,0.00016790,0.00015960,0.00016540,616086706.00000000,616086706.00000000
0.00016520,0.00016660,0.00015860,0.00015980,716917558.00000000,716917558.00000000
0.00015780,0.00017850,0.00015690,0.00016620,2194357032.00000000,2194357032.00000000
0.00015710,0.00016220,0.00015560,0.00015840,1194873052.00000000,1194873052.00000000
0.00016320,0.00016370,0.00015450,0.00015680,527857653.00000000,527857653.00000000
0.00016040,0.00016380,0.00015450,0.00016280,725230945.00000000,725230945.00000000
0.00015520,0.00016570,0.00015520,0.00016040,704274839.00000000,704274839.00000000
0.00015920,0.00016180,0.00015380,0.00015500,554698037.00000000,554698037.00000000
0.00016250,0.00016410,0.00015650,0.00015990,560892896.00000000,560892896.00000000
0.00016630,0.00016900,0.00016060,0.00016320,610119976.00000000,610119976.00000000
0.00017280,0.00017450,0.00016630,0.00016640,495405133.00000000,495405133.00000000
0.00017950,0.00018200,0.00017170,0.00017330,657905475.00000000,657905475.00000000
0.00017610,0.00018560,0.00017500,0.00017950,1024520807.00000000,1024520807.00000000
0.00017500,0.00019830,0.00017300,0.00017650,2395155733.00000000,2395155733.00000000
0.00017580,0.00018020,0.00017010,0.00017500,1811871782.00000000,1811871782.00000000
0.00016910,0.00021000,0.00016500,0.00017580,11192829931.00000000,11192829931.00000000
0.00013130,0.00018190,0.00013010,0.00016870,6960114684.00000000,6960114684.00000000
0.00013230,0.00013280,0.00012860,0.00013120,383592557.00000000,383592557.00000000
0.00013850,0.00013870,0.00012900,0.00013230,587739655.00000000,587739655.00000000
0.00013890,0.00014050,0.00013520,0.00013850,289399461.00000000,289399461.00000000
0.00013650,0.00014010,0.00013480,0.00013890,497078127.00000000,497078127.00000000
0.00013760,0.00013860,0.00013580,0.00013580,164262174.00000000,164262174.00000000
