open,high,low,close,5. volume,market cap
0.55897000,0.56474000,0.55064000,0.56104000,21148133.20000000,21148133.20000000
0.60822000,0.61048000,0.55000000,0.55890000,500942717.00000000,500942717.00000000
0.62096000,0.62400000,0.59084000,0.60818000,386644252.10000002,386644252.10000002
0.58516000,0.62801000,0.57907000,0.62107000,639023167.70000005,639023167.70000005
0.55355000,0.59628000,0.54833000,0.58517000,432888774.10000002,432888774.10000002
0.63046000,0.63420000,0.54253000,0.55367000,662141348.00000000,662141348.00000000
0.62969000,0.64180000,0.61490000,0.63046000,392655662.89999998,392655662.89999998
0.61130000,0.63680000,0.59455000,0.62972000,593876086.79999995,593876086.79999995
0.66378000,0.68100000,0.56401000,0.61088000,1075049125.00000000,1075049125.00000000
0.60543000,0.67910000,0.59881000,0.66417000,1178919882.29999995,1178919882.29999995
0.62573000,0.63700000,0.58285000,0.60543000,857628664.79999995,857628664.79999995
0.56250000,0.64888000,0.53870000,0.62579000,1276241318.50000000,1276241318.50000000
0.53649000,0.58669000,0.50345000,0.56230000,1241200699.59999990,1241200699.59999990
0.63024000,0.65200000,0.45600000,0.53654000,2334291327.19999981,2334291327.19999981
0.69399000,0.72500000,0.58405000,0.63022000,1690578550.20000005,1690578550.20000005
0.61562000,0.78068000,0.56777000,0.69400000,2884741162.09999990,2884741162.09999990
0.44592000,0.61984000,0.43232000,0.61579000,1851054399.59999990,1851054399.59999990
0.46283000,0.49659000,0.40155000,0.44611000,1873986909.79999995,1873986909.79999995
0.32993000,0.46950000,0.32929000,0.46283000,1667089858.09999990,1667089858.09999990
0.30356000,0.33091000,0.29679000,0.32991000,484828433.30000001,484828433.30000001
0.29333000,0.30659000,0.28400000,0.30358000,361076482.19999999,361076482.19999999
0.30247000,0.30818000,0.28055000,0.29335000,488657752.69999999,488657752.69999999
0.28814000,0.30500000,0.28722000,0.30247000,529073040.69999999,529073040.69999999
0.26957000,0.28998000,0.26737000,0.28813000,321242912.30000001,321242912.30000001
0.26829000,0.27677000,0.26405000,0.26954000,224828544.80000001,224828544.80000001
0.26587000,0.27770000,0.26128000,0.26824000,319194414.60000002,319194414.60000002
0.25490000,0.26590000,0.25350000,0.26590000,193021203.09999999,193021203.09999999
0.25581000,0.25818000,0.25250000,0.25490000,139776053.69999999,139776053.69999999
0.25379000,0.26000000,0.25209000,0.25581000,155421758.59999999,155421758.59999999
